R_fighter,B_fighter,title_bout,date,weight_class,Winner
Mark Hominick,Jorge Gurgel,False,2006-06-28,Lightweight,Red
Anderson Silva,Chris Leben,False,2006-06-28,Middleweight,Red
Jon Fitch,Thiago Alves,False,2006-06-28,Welterweight,Red
Jason Lambert,Branden Lee Hinkle,False,2006-06-28,LightHeavyweight,Red
Josh Koscheck,Dave Menne,False,2006-06-28,Welterweight,Red
Jorge Santiago,Justin Levens,False,2006-06-28,Middleweight,Red
Rory Singer,Ross Pointon,False,2006-06-24,Middleweight,Red
Kalib Starnes,Danny Abbadi,False,2006-06-24,Middleweight,Red
Michael Bisping,Josh Haynes,True,2006-06-24,LightHeavyweight,Red
Kendall Grove,Ed Herman,True,2006-06-24,Middleweight,Red
Luigi Fioravanti,Solomon Hutcherson,False,2006-06-24,Middleweight,Red
Matt Hamill,Jesse Forbes,False,2006-06-24,LightHeavyweight,Red
Kenny Florian,Sam Stout,False,2006-06-24,Lightweight,Red
Keith Jardine,Wilson Gouveia,False,2006-06-24,LightHeavyweight,Red
Mike Nickels,Wes Combs,False,2006-06-24,LightHeavyweight,Red
Matt Hughes,Royce Gracie,False,2006-05-27,CatchWeight,Red
Dean Lister,Alessio Sakara,False,2006-05-27,LightHeavyweight,Red
Brandon Vera,Assuerio Silva,False,2006-05-27,Heavyweight,Red
Diego Sanchez,John Alessio,False,2006-05-27,Welterweight,Red
Mike Swick,Joe Riggs,False,2006-05-27,Middleweight,Red
Jeremy Horn,Chael Sonnen,False,2006-05-27,Middleweight,Red
Gabriel Gonzaga,Fabiano Scherner,False,2006-05-27,Heavyweight,Red
Spencer Fisher,Matt Wiman,False,2006-05-27,Lightweight,Red
Melvin Guillard,Rick Davis,False,2006-05-27,Lightweight,Red
Tim Sylvia,Andrei Arlovski,True,2006-04-15,Heavyweight,Red
Jeff Monson,Marcio Cruz,False,2006-04-15,Heavyweight,Red
Evan Tanner,Justin Levens,False,2006-04-15,Middleweight,Red
Tito Ortiz,Forrest Griffin,False,2006-04-15,LightHeavyweight,Red
Sean Sherk,Nick Diaz,False,2006-04-15,Welterweight,Red
Karo Parisyan,Nick Thompson,False,2006-04-15,Welterweight,Red
Jason Lambert,Terry Martin,False,2006-04-15,LightHeavyweight,Red
David Terrell,Scott Smith,False,2006-04-15,Middleweight,Red
Thiago Alves,Derrick Noble,False,2006-04-15,Welterweight,Red
Dan Christison,Brad Imes,False,2006-04-06,Heavyweight,Red
Luke Cummo,Jason Von Flue,False,2006-04-06,Welterweight,Red
Stephan Bonnar,Keith Jardine,False,2006-04-06,LightHeavyweight,Red
Chris Leben,Luigi Fioravanti,False,2006-04-06,Middleweight,Red
Rashad Evans,Sam Hoger,False,2006-04-06,LightHeavyweight,Red
Josh Koscheck,Ansar Chalangov,False,2006-04-06,Welterweight,Red
Jon Fitch,Joshua Burkman,False,2006-04-06,Welterweight,Red
Josh Neer,Joe Stevenson,False,2006-04-06,Welterweight,Red
Chael Sonnen,Trevor Prangley,False,2006-04-06,Middleweight,Red
Jason Lambert,Rob MacDonald,False,2006-03-04,LightHeavyweight,Red
Mike Swick,Steve Vigneault,False,2006-03-04,Middleweight,Red
Georges St-Pierre,BJ Penn,False,2006-03-04,Welterweight,Red
Rich Franklin,David Loiseau,True,2006-03-04,Middleweight,Red
Tom Murphy,Icho Larenas,False,2006-03-04,Heavyweight,Red
Sam Stout,Spencer Fisher,False,2006-03-04,Lightweight,Red
Mark Hominick,Yves Edwards,False,2006-03-04,Lightweight,Red
Nate Marquardt,Joe Doerksen,False,2006-03-04,Middleweight,Red
Jeff Monson,Branden Lee Hinkle,False,2006-02-04,Heavyweight,Red
Joe Riggs,Nick Diaz,False,2006-02-04,Welterweight,Red
Alessio Sakara,Elvis Sinosic,False,2006-02-04,LightHeavyweight,Red
Brandon Vera,Justin Eilers,False,2006-02-04,Heavyweight,Red
Chuck Liddell,Randy Couture,True,2006-02-04,LightHeavyweight,Red
Paul Buentello,Gilbert Aldana,False,2006-02-04,Heavyweight,Red
Marcio Cruz,Frank Mir,False,2006-02-04,Heavyweight,Red
Renato Sobral,Mike van Arsdale,False,2006-02-04,LightHeavyweight,Red
Keith Jardine,Mike Whitehead,False,2006-02-04,LightHeavyweight,Red
Josh Neer,Melvin Guillard,False,2006-01-16,Welterweight,Red
Duane Ludwig,Jonathan Goulet,False,2006-01-16,Welterweight,Red
Tim Sylvia,Assuerio Silva,False,2006-01-16,Heavyweight,Red
Spencer Fisher,Aaron Riley,False,2006-01-16,Welterweight,Red
Jason Von Flue,Alex Karalexis,False,2006-01-16,Welterweight,Red
Joshua Burkman,Drew Fickett,False,2006-01-16,Welterweight,Red
Chris Leben,Jorge Rivera,False,2006-01-16,Middleweight,Red
Stephan Bonnar,James Irvin,False,2006-01-16,LightHeavyweight,Red
Thiago Alves,Ansar Chalangov,False,2005-11-19,Welterweight,Red
Rich Franklin,Nate Quarry,True,2005-11-19,Middleweight,Red
Georges St-Pierre,Sean Sherk,False,2005-11-19,Welterweight,Red
Jeremy Horn,Trevor Prangley,False,2005-11-19,Middleweight,Red
Sam Hoger,Jeff Newton,False,2005-11-19,LightHeavyweight,Red
Nick Thompson,Keith Wisniewski,False,2005-11-19,Welterweight,Red
Matt Hughes,Joe Riggs,False,2005-11-19,Welterweight,Red
Gabriel Gonzaga,Kevin Jordan,False,2005-11-19,Heavyweight,Red
Joshua Burkman,Sammy Morgan,False,2005-11-05,Welterweight,Red
Rashad Evans,Brad Imes,True,2005-11-05,Heavyweight,Red
Diego Sanchez,Nick Diaz,False,2005-11-05,Welterweight,Red
Kenny Florian,Kit Cope,False,2005-11-05,Welterweight,Red
Joe Stevenson,Luke Cummo,True,2005-11-05,Welterweight,Red
Keith Jardine,Kerry Schall,False,2005-11-05,Heavyweight,Red
Melvin Guillard,Marcus Davis,False,2005-11-05,Welterweight,Red
Andrei Arlovski,Paul Buentello,True,2005-10-07,Heavyweight,Red
Joe Riggs,Chris Lytle,False,2005-10-07,Welterweight,Red
Branden Lee Hinkle,Sean Gannon,False,2005-10-07,Heavyweight,Red
Forrest Griffin,Elvis Sinosic,False,2005-10-07,LightHeavyweight,Red
Marcio Cruz,Keigo Kunihara,False,2005-10-07,Heavyweight,Red
Renato Sobral,Chael Sonnen,False,2005-10-07,LightHeavyweight,Red
Alessio Sakara,Ron Faircloth,False,2005-10-07,LightHeavyweight,Draw
Jorge Rivera,Dennis Hallman,False,2005-10-07,Middleweight,Red
Jon Fitch,Brock Larson,False,2005-10-03,Middleweight,Red
Spencer Fisher,Thiago Alves,False,2005-10-03,Welterweight,Red
David Loiseau,Evan Tanner,False,2005-10-03,Middleweight,Red
Brandon Vera,Fabiano Scherner,False,2005-10-03,Heavyweight,Red
Drew Fickett,Josh Koscheck,False,2005-10-03,Welterweight,Red
Jonathan Goulet,Jay Hieron,False,2005-10-03,Welterweight,Red
Chris Leben,Edwin DeWees,False,2005-10-03,Middleweight,Red
Randy Couture,Mike van Arsdale,False,2005-08-20,LightHeavyweight,Red
Tim Sylvia,Tra Telligman,False,2005-08-20,Heavyweight,Red
Chuck Liddell,Jeremy Horn,True,2005-08-20,LightHeavyweight,Red
Trevor Prangley,Travis Lutter,False,2005-08-20,Middleweight,Red
Georges St-Pierre,Frank Trigg,False,2005-08-20,Welterweight,Red
James Irvin,Terry Martin,False,2005-08-20,LightHeavyweight,Red
Diego Sanchez,Brian Gassaway,False,2005-08-20,Welterweight,Red
Matt Lindland,Joe Doerksen,False,2005-08-20,Middleweight,Red
Kenny Florian,Alex Karalexis,False,2005-08-06,Welterweight,Red
Drew Fickett,Josh Neer,False,2005-08-06,Welterweight,Red
Nate Quarry,Pete Sell,False,2005-08-06,Middleweight,Red
Josh Koscheck,Pete Spratt,False,2005-08-06,Welterweight,Red
Mike Swick,Gideon Ray,False,2005-08-06,Middleweight,Red
Chris Leben,Patrick Cote,False,2005-08-06,Middleweight,Red
Nate Marquardt,Ivan Salaverry,False,2005-08-06,Middleweight,Red
Stephan Bonnar,Sam Hoger,False,2005-08-06,LightHeavyweight,Red
David Loiseau,Charles McCarthy,False,2005-06-04,Middleweight,Red
Rich Franklin,Evan Tanner,True,2005-06-04,Middleweight,Red
Paul Buentello,Kevin Jordan,False,2005-06-04,Heavyweight,Red
Nick Diaz,Koji Oishi,False,2005-06-04,Welterweight,Red
Karo Parisyan,Matt Serra,False,2005-06-04,Welterweight,Red
Nate Quarry,Shonie Carter,False,2005-06-04,Middleweight,Red
Forrest Griffin,Bill Mahood,False,2005-06-04,LightHeavyweight,Red
Andrei Arlovski,Justin Eilers,True,2005-06-04,Heavyweight,Red
Matt Hughes,Frank Trigg,True,2005-04-16,Welterweight,Red
Joe Doerksen,Patrick Cote,False,2005-04-16,Middleweight,Red
Chuck Liddell,Randy Couture,True,2005-04-16,LightHeavyweight,Red
Matt Lindland,Travis Lutter,False,2005-04-16,Middleweight,Red
Georges St-Pierre,Jason Miller,False,2005-04-16,Welterweight,Red
Mike van Arsdale,John Marsh,False,2005-04-16,Heavyweight,Red
Renato Sobral,Travis Wiuff,False,2005-04-16,LightHeavyweight,Red
Ivan Salaverry,Joe Riggs,False,2005-04-16,Middleweight,Red
Rich Franklin,Ken Shamrock,False,2005-04-09,LightHeavyweight,Red
Forrest Griffin,Stephan Bonnar,True,2005-04-09,LightHeavyweight,Red
Sam Hoger,Bobby Southworth,False,2005-04-09,LightHeavyweight,Red
Diego Sanchez,Kenny Florian,True,2005-04-09,Middleweight,Red
Josh Koscheck,Chris Sanford,False,2005-04-09,Middleweight,Red
Nate Quarry,Lodune Sincaid,False,2005-04-09,Middleweight,Red
Mike Swick,Alex Schoenauer,False,2005-04-09,Middleweight,Red
Chris Leben,Jason Thacker,False,2005-04-09,Middleweight,Red
Alex Karalexis,Josh Rafferty,False,2005-04-09,Welterweight,Red
Evan Tanner,David Terrell,True,2005-02-05,Middleweight,Red
Paul Buentello,Justin Eilers,False,2005-02-05,Heavyweight,Red
David Loiseau,Gideon Ray,False,2005-02-05,Middleweight,Red
Andrei Arlovski,Tim Sylvia,True,2005-02-05,Heavyweight,Red
Karo Parisyan,Chris Lytle,False,2005-02-05,Welterweight,Red
Pete Sell,Phil Baroni,False,2005-02-05,Middleweight,Red
Tito Ortiz,Vitor Belfort,False,2005-02-05,LightHeavyweight,Red
Mike Kyle,James Irvin,False,2005-02-05,Heavyweight,Red
Nick Diaz,Drew Fickett,False,2005-02-05,Welterweight,Red
Tito Ortiz,Patrick Cote,False,2004-10-22,LightHeavyweight,Red
Frank Trigg,Renato Verissimo,False,2004-10-22,Welterweight,Red
Matt Hughes,Georges St-Pierre,True,2004-10-22,Welterweight,Red
Evan Tanner,Robbie Lawler,False,2004-10-22,Middleweight,Red
Travis Lutter,Marvin Eastman,False,2004-10-22,LightHeavyweight,Red
Rich Franklin,Jorge Rivera,False,2004-10-22,Middleweight,Red
Ivan Salaverry,Tony Fryklund,False,2004-10-22,Middleweight,Red
Justin Eilers,Mike Kyle,False,2004-08-21,Heavyweight,Red
Karo Parisyan,Nick Diaz,False,2004-08-21,Welterweight,Red
Joe Riggs,Joe Doerksen,False,2004-08-21,Middleweight,Red
David Terrell,Matt Lindland,False,2004-08-21,Middleweight,Red
Yves Edwards,Josh Thomson,False,2004-08-21,Lightweight,Red
Randy Couture,Vitor Belfort,True,2004-08-21,LightHeavyweight,Red
Chris Lytle,Ronald Jhun,False,2004-08-21,Welterweight,Red
Chuck Liddell,Vernon White,False,2004-08-21,LightHeavyweight,Red
Georges St-Pierre,Jay Hieron,False,2004-06-19,Welterweight,Red
Matt Hughes,Renato Verissimo,False,2004-06-19,Welterweight,Red
Evan Tanner,Phil Baroni,False,2004-06-19,Middleweight,Red
Trevor Prangley,Curtis Stout,False,2004-06-19,Middleweight,Red
Matt Serra,Ivan Menjivar,False,2004-06-19,Lightweight,Red
Frank Mir,Tim Sylvia,True,2004-06-19,Heavyweight,Red
Frank Trigg,Dennis Hallman,False,2004-06-19,Welterweight,Red
Ken Shamrock,Kimo Leopoldo,False,2004-06-19,Heavyweight,Red
Mike Kyle,Wes Sims,False,2004-04-02,Heavyweight,Red
Andrei Arlovski,Wesley Correira,False,2004-04-02,Heavyweight,Red
Genki Sudo,Mike Brown,False,2004-04-02,Lightweight,Red
Yves Edwards,Hermes Franca,False,2004-04-02,Lightweight,Red
Jonathan Wiezorek,Wade Shipp,False,2004-04-02,Heavyweight,Red
Chris Lytle,Tiki Ghosn,False,2004-04-02,Welterweight,Red
Nick Diaz,Robbie Lawler,False,2004-04-02,Welterweight,Red
Chuck Liddell,Tito Ortiz,False,2004-04-02,LightHeavyweight,Red
Vitor Belfort,Randy Couture,True,2004-01-31,LightHeavyweight,Red
Georges St-Pierre,Karo Parisyan,False,2004-01-31,Welterweight,Red
Josh Thomson,Hermes Franca,False,2004-01-31,Lightweight,Red
Matt Serra,Jeff Curran,False,2004-01-31,Lightweight,Red
Renato Verissimo,Carlos Newton,False,2004-01-31,Welterweight,Red
Lee Murray,Jorge Rivera,False,2004-01-31,Middleweight,Red
BJ Penn,Matt Hughes,True,2004-01-31,Welterweight,Red
Frank Mir,Wes Sims,False,2004-01-31,Heavyweight,Red
Evan Tanner,Phil Baroni,False,2003-11-21,Middleweight,Red
Robbie Lawler,Chris Lytle,False,2003-11-21,Welterweight,Red
Matt Hughes,Frank Trigg,True,2003-11-21,Welterweight,Red
Matt Lindland,Falaniko Vitale,False,2003-11-21,Middleweight,Red
Wesley Correira,David Abbott,False,2003-11-21,Heavyweight,Red
Yves Edwards,Nick Agallar,False,2003-11-21,Lightweight,Red
Pedro Rizzo,Ricco Rodriguez,False,2003-11-21,Heavyweight,Red
Keith Rockel,Chris Liguori,False,2003-11-21,Middleweight,Red
Andrei Arlovski,Vladimir Matyushenko,False,2003-09-26,Heavyweight,Red
Nick Diaz,Jeremy Jackson,False,2003-09-26,Welterweight,Red
Rich Franklin,Edwin DeWees,False,2003-09-26,LightHeavyweight,Red
Jorge Rivera,David Loiseau,False,2003-09-26,Middleweight,Red
Tim Sylvia,Gan McGee,True,2003-09-26,Heavyweight,Red
Josh Thomson,Gerald Strebendt,False,2003-09-26,Lightweight,Red
Randy Couture,Tito Ortiz,True,2003-09-26,LightHeavyweight,Red
Karo Parisyan,Dave Strasser,False,2003-09-26,Welterweight,Red
Hermes Franca,Caol Uno,False,2003-09-26,Lightweight,Red
Frank Mir,Wes Sims,False,2003-06-06,Heavyweight,Red
Falaniko Vitale,Matt Lindland,False,2003-06-06,Middleweight,Red
Pedro Rizzo,Tra Telligman,False,2003-06-06,Heavyweight,Red
Randy Couture,Chuck Liddell,True,2003-06-06,LightHeavyweight,Red
Kimo Leopoldo,David Abbott,False,2003-06-06,Heavyweight,Red
Vernon White,Ian Freeman,False,2003-06-06,Heavyweight,Draw
Yves Edwards,Eddie Ruiz,False,2003-06-06,Lightweight,Red
Vitor Belfort,Marvin Eastman,False,2003-06-06,LightHeavyweight,Red
Pete Spratt,Robbie Lawler,False,2003-04-25,Welterweight,Red
Rich Franklin,Evan Tanner,False,2003-04-25,LightHeavyweight,Red
Hermes Franca,Richard Crunkilton,False,2003-04-25,Lightweight,Red
David Loiseau,Mark Weir,False,2003-04-25,Middleweight,Red
Dave Strasser,Romie Aram,False,2003-04-25,Welterweight,Red
Wesley Correira,Sean Alvarez,False,2003-04-25,Heavyweight,Red
Matt Hughes,Sean Sherk,True,2003-04-25,Welterweight,Red
Duane Ludwig,Genki Sudo,False,2003-04-25,Lightweight,Red
Tim Sylvia,Ricco Rodriguez,True,2003-02-28,Heavyweight,Red
Frank Mir,David Abbott,False,2003-02-28,Heavyweight,Red
Matt Lindland,Phil Baroni,False,2003-02-28,Middleweight,Red
Vladimir Matyushenko,Pedro Rizzo,False,2003-02-28,Heavyweight,Red
BJ Penn,Caol Uno,True,2003-02-28,Lightweight,Draw
Yves Edwards,Rich Clementi,False,2003-02-28,Lightweight,Red
Gan McGee,Alexandre Dantas,False,2003-02-28,Heavyweight,Red
Din Thomas,Matt Serra,False,2003-02-28,Lightweight,Red
Robbie Lawler,Tiki Ghosn,False,2002-11-22,Welterweight,Red
Carlos Newton,Pete Spratt,False,2002-11-22,Welterweight,Red
Andrei Arlovski,Ian Freeman,False,2002-11-22,Heavyweight,Red
Chuck Liddell,Renato Sobral,False,2002-11-22,LightHeavyweight,Red
Phillip Miller,Mark Weir,False,2002-11-22,Middleweight,Red
Matt Hughes,Gil Castillo,True,2002-11-22,Welterweight,Red
Vladimir Matyushenko,Travis Wiuff,False,2002-11-22,Heavyweight,Red
Tito Ortiz,Ken Shamrock,True,2002-11-22,LightHeavyweight,Red
Caol Uno,Din Thomas,False,2002-09-27,Lightweight,Red
Gan McGee,Pedro Rizzo,False,2002-09-27,Heavyweight,Red
Matt Lindland,Ivan Salaverry,False,2002-09-27,Middleweight,Red
Ricco Rodriguez,Randy Couture,True,2002-09-27,Heavyweight,Red
Sean Sherk,Benji Radach,False,2002-09-27,Welterweight,Red
BJ Penn,Matt Serra,False,2002-09-27,Lightweight,Red
Tim Sylvia,Wesley Correira,False,2002-09-27,Heavyweight,Red
Phil Baroni,Dave Menne,False,2002-09-27,Middleweight,Red
Ian Freeman,Frank Mir,False,2002-07-13,Heavyweight,Red
Renato Sobral,Elvis Sinosic,False,2002-07-13,LightHeavyweight,Red
Matt Hughes,Carlos Newton,True,2002-07-13,Welterweight,Red
Phillip Miller,James Zikic,False,2002-07-13,LightHeavyweight,Red
Mark Weir,Eugene Jackson,False,2002-07-13,Middleweight,Red
Genki Sudo,Leigh Remedios,False,2002-07-13,Lightweight,Red
Evan Tanner,Chris Haseman,False,2002-07-13,LightHeavyweight,Red
Chuck Liddell,Vitor Belfort,False,2002-06-22,LightHeavyweight,Red
Robbie Lawler,Steve Berger,False,2002-06-22,Welterweight,Red
Yves Edwards,Joao Pierini,False,2002-06-22,Lightweight,Red
Pete Spratt,Zach Light,False,2002-06-22,Welterweight,Red
Tony Fryklund,Rodrigo Ruas,False,2002-06-22,Middleweight,Red
Benji Radach,Nick Serra,False,2002-06-22,Welterweight,Red
Benji Radach,Steve Berger,False,2002-05-10,Welterweight,Draw
Caol Uno,Yves Edwards,False,2002-05-10,Lightweight,Red
Robbie Lawler,Aaron Riley,False,2002-05-10,Welterweight,Red
Murilo Bustamante,Matt Lindland,True,2002-05-10,Middleweight,Red
Phil Baroni,Amar Suloev,False,2002-05-10,Middleweight,Red
Ivan Salaverry,Andrei Semenov,False,2002-05-10,Middleweight,Red
Ricco Rodriguez,Tsuyoshi Kohsaka,False,2002-05-10,Heavyweight,Red
BJ Penn,Paul Creighton,False,2002-05-10,Lightweight,Red
Evan Tanner,Elvis Sinosic,False,2002-03-22,LightHeavyweight,Red
Pedro Rizzo,Andrei Arlovski,False,2002-03-22,Heavyweight,Red
Matt Serra,Kelly Dullanty,False,2002-03-22,Lightweight,Red
Frank Mir,Pete Williams,False,2002-03-22,Heavyweight,Red
Matt Hughes,Hayato Sakurai,True,2002-03-22,Welterweight,Red
Sean Sherk,Jutaro Nakao,False,2002-03-22,Welterweight,Red
Josh Barnett,Randy Couture,True,2002-03-22,Heavyweight,Red
Matt Lindland,Pat Miletich,False,2002-03-22,Middleweight,Red
Eugene Jackson,Keith Rockel,False,2002-01-11,Middleweight,Red
Chuck Liddell,Amar Suloev,False,2002-01-11,LightHeavyweight,Red
Gil Castillo,Chris Brennan,False,2002-01-11,Welterweight,Red
Ricco Rodriguez,Jeff Monson,False,2002-01-11,Heavyweight,Red
Murilo Bustamante,Dave Menne,True,2002-01-11,Middleweight,Red
Jens Pulver,BJ Penn,True,2002-01-11,Lightweight,Red
Kevin Randleman,Renato Sobral,False,2002-01-11,LightHeavyweight,Red
Andrei Semenov,Ricardo Almeida,False,2002-01-11,Middleweight,Red
BJ Penn,Caol Uno,False,2001-11-02,Lightweight,Red
Matt Lindland,Phil Baroni,False,2001-11-02,Middleweight,Red
Matt Hughes,Carlos Newton,True,2001-11-02,Welterweight,Red
Evan Tanner,Homer Moore,False,2001-11-02,LightHeavyweight,Red
Ricco Rodriguez,Pete Williams,False,2001-11-02,Heavyweight,Red
Randy Couture,Pedro Rizzo,True,2001-11-02,Heavyweight,Red
Josh Barnett,Bobby Hoffman,False,2001-11-02,Heavyweight,Red
Frank Mir,Roberto Traven,False,2001-11-02,Heavyweight,Red
Ricardo Almeida,Eugene Jackson,False,2001-09-28,Middleweight,Red
Dave Menne,Gil Castillo,True,2001-09-28,Middleweight,Red
Chuck Liddell,Murilo Bustamante,False,2001-09-28,LightHeavyweight,Red
Tito Ortiz,Vladimir Matyushenko,True,2001-09-28,LightHeavyweight,Red
Matt Serra,Yves Edwards,False,2001-09-28,Welterweight,Red
Jens Pulver,Dennis Hallman,True,2001-09-28,Lightweight,Red
Jutaro Nakao,Tony DeSouza,False,2001-09-28,Welterweight,Red
Din Thomas,Fabiano Iha,False,2001-09-28,Lightweight,Red
BJ Penn,Din Thomas,False,2001-06-29,Lightweight,Red
Ricco Rodriguez,Andrei Arlovski,False,2001-06-29,Heavyweight,Red
Tito Ortiz,Elvis Sinosic,True,2001-06-29,LightHeavyweight,Red
Tony DeSouza,Paul Rodriguez,False,2001-06-29,Lightweight,Red
Caol Uno,Fabiano Iha,False,2001-06-29,Lightweight,Red
Vladimir Matyushenko,Yuki Kondo,False,2001-06-29,LightHeavyweight,Red
Josh Barnett,Semmy Schilt,False,2001-06-29,Heavyweight,Red
Pat Miletich,Shonie Carter,False,2001-06-29,Welterweight,Red
Matt Lindland,Ricardo Almeida,False,2001-05-04,LightHeavyweight,Red
Carlos Newton,Pat Miletich,True,2001-05-04,Welterweight,Red
Semmy Schilt,Pete Williams,False,2001-05-04,Heavyweight,Red
BJ Penn,Joey Gilbert,False,2001-05-04,Lightweight,Red
Tony DeSouza,Steve Berger,False,2001-05-04,Welterweight,Red
Shonie Carter,Matt Serra,False,2001-05-04,Welterweight,Red
Randy Couture,Pedro Rizzo,True,2001-05-04,Heavyweight,Red
Chuck Liddell,Kevin Randleman,False,2001-05-04,LightHeavyweight,Red
Pedro Rizzo,Josh Barnett,False,2001-02-23,Heavyweight,Red
Tito Ortiz,Evan Tanner,True,2001-02-23,LightHeavyweight,Red
Jens Pulver,Caol Uno,True,2001-02-23,Lightweight,Red
Phil Baroni,Curtis Stout,False,2001-02-23,Middleweight,Red
Fabiano Iha,Phil Johns,False,2001-02-23,Welterweight,Red
Bobby Hoffman,Mark Robinson,False,2001-02-23,Heavyweight,Draw
Sean Sherk,Tiki Ghosn,False,2001-02-23,Welterweight,Red
Elvis Sinosic,Jeremy Horn,False,2001-02-23,Middleweight,Red
Tito Ortiz,Yuki Kondo,True,2000-12-16,LightHeavyweight,Red
Chuck Liddell,Jeff Monson,False,2000-12-16,Middleweight,Red
Dennis Hallman,Matt Hughes,False,2000-12-16,Welterweight,Red
Evan Tanner,Lance Gibson,False,2000-12-16,Middleweight,Red
Pat Miletich,Kenichi Yamamoto,True,2000-12-16,Welterweight,Red
Fabiano Iha,Daiju Takase,False,2000-12-16,Welterweight,Red
Matt Lindland,Yoji Anjo,False,2000-12-16,Middleweight,Red
Josh Barnett,Gan McGee,False,2000-11-17,Heavyweight,Red
Randy Couture,Kevin Randleman,True,2000-11-17,Heavyweight,Red
Ben Earwood,Chris Lytle,False,2000-11-17,Welterweight,Red
Jens Pulver,John Lewis,False,2000-11-17,Lightweight,Red
Renato Sobral,Maurice Smith,False,2000-11-17,Heavyweight,Red
Mark Hughes,Alex Stiebling,False,2000-11-17,Middleweight,Red
Andrei Arlovski,Aaron Brink,False,2000-11-17,Heavyweight,Red
Jeremy Horn,Eugene Jackson,False,2000-09-22,Middleweight,Red
Yuki Kondo,Alexandre Dantas,False,2000-09-22,Middleweight,Red
Maurice Smith,Bobby Hoffman,False,2000-09-22,Heavyweight,Red
Pedro Rizzo,Dan Severn,False,2000-09-22,Heavyweight,Red
Jeff Monson,Tim Lajcik,False,2000-09-22,Heavyweight,Red
Brad Gumm,CJ Fernandes,False,2000-09-22,Welterweight,Draw
Fabiano Iha,Laverne Clark,False,2000-09-22,Welterweight,Red
Ian Freeman,Tedd Williams,False,2000-09-22,Heavyweight,Red
Matt Hughes,Marcelo Aguiar,False,2000-06-09,Welterweight,Red
Shonie Carter,Adrian Serrano,False,2000-06-09,Welterweight,Red
Pat Miletich,John Alessio,True,2000-06-09,Welterweight,Red
Ian Freeman,Nate Schroeder,False,2000-06-09,Heavyweight,Red
