R_fighter,B_fighter,R_wins,R_draw,R_losses,B_wins,B_draw,B_losses
Yves Edwards,Piotr Hallmann,10,0,9,1,0,1
Diego Sanchez,Ross Pearson,13,0,7,7,0,4
Bobby Voelker,Lance Benoist,0,0,3,1,0,2
Yaotzin Meza,Sergio Pettis,1,0,2,1,0,1
Erik Perez,Bryan Caraway,4,0,1,3,0,1
Rafael Dos Anjos,Jason High,9,0,5,2,0,2
Scott Jorgensen,Danny Martinez,3,0,5,0,0,1
Patrick Cummins,Roger Narvaez,0,0,1,0,0,0
Jon Tuck,Jake Lindsey,1,0,1,0,0,0
Paulo Thiago,Gasan Umalatov,5,0,6,0,0,1
Rony Jason,Robert Peralta,4,0,1,3,0,2
Stipe Miocic,Fabio Maldonado,5,0,1,4,0,3
Rodrigo Damm,Rashid Magomedov,3,0,1,1,0,0
Marcio Alexandre Junior,Warlley Alves,0,0,0,0,0,0
Demian Maia,Alexander Yakovlev,12,0,6,0,0,0
Vitor Miranda,Antonio Carlos Junior,0,0,0,0,0,0
Elias Silverio,Ernest Chavez,2,0,0,1,0,0
Pedro Munhoz,Matt Hobar,0,0,1,0,0,0
Edimilson Souza,Mark Eddiva,1,0,0,1,0,0
Ricardo Abreu,Wagner Silva,0,0,0,0,0,0
Marcos Rogerio de Lima,Richardson Moreira,0,0,0,0,0,0
Francis Carmont,CB Dollaway,6,0,1,8,0,5
Nick Hein,Drew Dober,0,0,0,0,0,1
Vaughan Lee,Iuri Alcantara,3,0,3,4,0,3
Luke Barnatt,Sean Strickland,3,0,0,1,0,0
Mark Munoz,Gegard Mousasi,8,0,4,1,0,1
Tom Niinimaki,Niklas Backstrom,1,0,0,0,0,0
Peter Sobotta,Pawel Pawlak,0,0,3,0,0,0
Magnus Cedenblad,Krzysztof Jotko,1,0,1,1,0,0
Andy Ogle,Maximo Blanco,1,0,3,1,0,3
Viktor Pesta,Ruslan Magomedov,0,0,0,0,0,0
Michael Chiesa,Francisco Trinaldo,3,0,1,4,0,2
Daniel Cormier,Dan Henderson,3,0,0,7,0,5
Tony Ferguson,Katsunori Kikuno,4,0,1,1,0,0
Takeya Mizugaki,Francisco Rivera,6,0,2,3,0,2
Jamie Varner,James Krause,3,0,4,1,0,1
Renan Barao,TJ Dillashaw,7,0,0,5,0,2
Robbie Lawler,Jake Ellenberger,7,0,4,8,0,3
Chris Holdsworth,Chico Camus,1,0,0,2,0,2
Al Iaquinta,Mitch Clarke,3,0,1,1,0,2
Anthony Njokuani,Vinc Pichel,3,0,3,1,0,1
Sam Sicilia,Aaron Phillips,2,0,3,0,0,0
David Michaud,Li Jingliang,0,0,0,0,0,0
Neil Magny,Tim Means,2,0,2,2,0,2
Matt Brown,Erick Silva,11,0,5,4,0,3
Soa Palelei,Ruan Potts,2,0,1,0,0,0
Erik Koch,Daron Cruickshank,3,0,2,4,0,2
Chris Cariaso,Louis Smolka,6,0,3,1,0,0
Kyoji Horiguchi,Darrell Montague,1,0,0,0,0,1
Constantinos Philippou,Lorenz Larkin,5,0,3,1,0,2
Ed Herman,Rafael Natal,8,0,7,5,0,4
Yan Cabral,Zak Cummings,1,0,0,1,0,0
Eddie Wineland,Johnny Eduardo,3,0,3,1,0,1
Manvel Gamburyan,Nik Lentz,4,0,6,8,0,5
Justin Salas,Ben Wall,2,0,2,0,0,1
Anthony Lapsley,Albert Tumenov,0,0,1,0,0,1
Takanori Gomi,Isaac Vallie-Flagg,3,0,4,1,0,1
Joseph Benavidez,Tim Elliott,6,0,2,2,0,2
Jon Jones,Glover Teixeira,13,0,1,5,0,0
Phil Davis,Anthony Johnson,8,0,2,7,0,4
Max Holloway,Andre Fili,4,0,3,1,0,0
Jessamyn Duke,Bethe Correia,1,0,0,1,0,0
Luke Rockhold,Tim Boetsch,1,0,1,8,0,5
Jim Miller,Yancy Medeiros,12,0,4,0,0,2
Danny Castillo,Charlie Brenneman,6,0,3,4,0,5
Chris Beal,Patrick Williams,0,0,0,0,0,0
Thiago Alves,Seth Baczynski,11,0,6,5,0,3
Fabricio Werdum,Travis Browne,5,0,2,7,0,2
Estevan Payan,Alex White,0,0,2,0,0,0
Donald Cerrone,Edson Barboza,9,0,3,7,0,1
Jorge Masvidal,Pat Healy,2,0,1,0,0,4
Rafael Dos Anjos,Khabib Nurmagomedov,9,0,4,5,0,0
Brad Tavares,Yoel Romero,7,0,1,3,0,0
Miesha Tate,Liz Carmouche,0,0,2,1,0,2
Derrick Lewis,Jack May,0,0,0,0,0,0
Dustin Ortiz,Ray Borg,1,0,1,0,0,0
Mirsad Bektic,Chas Skelly,0,0,0,0,0,0
Jordan Mein,Hernani Perpetuo,1,0,1,0,0,0
Caio Magalhaes,Luke Zachrich,2,0,1,0,0,0
Ryan Jimmo,Sean O'Connell,2,0,2,0,0,0
Chad Laprise,Olivier Aubin-Mercier,0,0,0,0,0,0
Patrick Cote,Kyle Noke,6,0,8,4,0,2
Michael Bisping,Tim Kennedy,14,0,5,2,0,0
Sheldon Westcott,Elias Theodorou,0,0,0,0,0,0
Dustin Poirier,Akira Corassani,7,0,2,3,0,0
Sarah Kaufman,Leslie Smith,0,0,1,0,0,0
Sam Stout,KJ Noons,9,0,8,1,0,1
George Roop,Dustin Kimura,4,0,6,2,0,1
Mark Bocek,Mike de la Torre,7,0,5,0,0,0
Mitch Gagnon,Tim Gorman,2,0,1,0,0,0
Nordine Taleb,Vik Grujic,0,0,0,0,0,0
Richard Walsh,Chris Indich,0,0,0,0,0,0
Ramsey Nijem,Beneil Dariush,4,0,3,1,0,0
Jared Rosholt,Daniel Omielanczuk,1,0,0,1,0,0
Clay Guida,Tatsuya Kawajiri,10,0,8,1,0,0
Thales Leites,Trevor Smith,7,0,3,1,0,1
Rani Yahya,Johnny Bedford,4,0,2,2,0,1
Alan Omer,Jim Alers,0,0,0,0,0,0
Antonio Rodrigo Nogueira,Roy Nelson,5,0,4,6,0,5
John Howard,Ryan LaFlare,6,0,3,3,0,0
Cezar Ferreira,CB Dollaway,3,0,0,7,0,5
Leonardo Santos,Norman Parke,1,0,0,3,0,0
Ronny Markes,Thiago Santos,3,0,1,0,0,1
Fabio Maldonado,Gian Villante,3,0,3,1,0,1
Jussier Formiga,Scott Jorgensen,1,0,2,3,0,4
Rony Jason,Steven Siler,3,0,1,5,0,2
Mauricio Rua,Dan Henderson,6,0,6,6,0,5
Michel Prazeres,Mairbek Taisumov,1,0,1,1,0,0
Thiago Perpetuo,Kenny Robertson,1,0,1,1,0,3
Godofredo Pepey,Noad Lahat,1,0,3,0,0,0
Francimar Barroso,Hans Stringer,1,0,0,0,0,0
Carlos Condit,Tyron Woodley,6,0,3,2,0,1
Ovince Saint Preux,Nikita Krylov,2,0,0,1,0,1
Kelvin Gastelum,Rick Story,2,0,0,9,0,5
Johny Hendricks,Robbie Lawler,10,0,2,7,0,3
Dennis Bermudez,Jimy Hettes,5,0,1,3,0,1
Raquel Pennington,Jessica Andrade,1,0,0,1,0,1
Diego Sanchez,Myles Jury,13,0,6,4,0,0
Jake Shields,Hector Lombard,4,0,3,2,0,2
Robert McDaniel,Sean Strickland,1,0,1,0,0,0
Will Campuzano,Justin Scoggins,0,0,3,1,0,0
Sean Spencer,Alex Garcia,2,0,1,1,0,0
Daniel Pineda,Robert Whiteford,3,0,3,0,0,1
Renee Forte,Francisco Trevino,1,0,2,0,0,0
Luke Barnatt,Mats Nilsson,2,0,0,0,0,0
Alexander Gustafsson,Jimi Manuwa,7,0,2,3,0,0
Brad Pickett,Neil Seery,3,0,3,0,0,0
Gunnar Nelson,Omari Akhmedov,2,0,0,1,0,0
Cyrille Diabate,Ilir Latifi,4,0,3,0,0,1
Brad Scott,Claudio Silva,1,0,1,0,0,0
Igor Araujo,Danny Mitchell,1,0,0,0,0,0
Michael Johnson,Melvin Guillard,6,0,4,12,0,9
Phil Harris,Louis Gaudinot,1,0,2,1,0,2
Albert Cheng,Anying Wang,0,0,0,0,0,0
Hatsu Hioki,Ivan Menjivar,2,0,3,4,0,4
Sai Wang,Zhang Lipeng,0,0,0,0,0,0
Kazuki Tokudome,Yui Chul Nam,1,0,1,0,0,0
Dong Hyun Kim,John Hathaway,9,0,3,7,0,1
Jumabieke Tuerxun,Mark Eddiva,0,0,0,0,0,0
Nam Phan,Vaughan Lee,2,0,5,2,0,3
Matt Mitrione,Shawn Jordan,6,0,3,3,0,2
Cody Gibson,Aljamain Sterling,0,0,0,0,0,0
Alexis Davis,Jessica Eye,2,0,0,0,0,1
Robert Whittaker,Stephen Thompson,2,0,1,3,0,1
Raphael Assuncao,Pedro Munhoz,5,0,1,0,0,0
Rory MacDonald,Demian Maia,6,0,2,12,0,5
Mike Pyle,TJ Waldburger,8,0,4,4,0,3
Daniel Cormier,Patrick Cummins,2,0,0,0,0,0
Ronda Rousey,Sara McMann,2,0,0,1,0,0
Rafaello Oliveira,Erik Koch,2,0,5,2,0,2
Zach Makovsky,Josh Sampo,1,0,0,1,0,0
Ernest Chavez,Yosdenis Cedeno,0,0,0,0,0,0
Lyoto Machida,Gegard Mousasi,12,0,4,1,0,0
Erick Silva,Takenori Sato,3,0,3,0,0,0
Viscardi Andrade,Nicholas Musoke,1,0,0,1,0,0
Rodrigo Damm,Ivan Jorge,2,0,1,1,0,0
Francisco Trinaldo,Jesse Ronson,3,0,2,0,0,1
Charles Oliveira,Andy Ogle,4,0,5,1,0,2
Jacare Souza,Francis Carmont,2,0,0,6,0,0
Cristiano Marcello,Joe Proctor,1,0,2,1,0,1
Iuri Alcantara,Wilson Reis,3,0,3,1,0,0
Ildemar Alcantara,Albert Tumenov,2,0,1,0,0,0
Felipe Arantes,Maximo Blanco,2,0,3,1,0,2
Douglas Silva de Andrade,Zubaira Tukhugov,0,0,0,0,0,0
Renan Barao,Urijah Faber,6,0,0,6,0,2
Chris Cariaso,Danny Martinez,5,0,3,0,0,0
Jamie Varner,Abel Trujillo,3,0,3,2,0,2
Jose Aldo,Ricardo Lamas,5,0,0,4,0,0
John Lineker,Ali Bagautinov,4,0,1,2,0,0
John Makdessi,Alan Patrick,5,0,2,1,0,0
Frank Mir,Alistair Overeem,14,0,8,1,0,2
Nick Catone,Tom Watson,3,0,4,1,0,2
Clint Hester,Andy Enz,2,0,0,0,0,0
Al Iaquinta,Kevin Lee,2,0,1,0,0,0
Anthony Rocco Martin,Rashid Magomedov,0,0,0,0,0,0
Neil Magny,Gasan Umalatov,1,0,2,0,0,0
Chico Camus,Yaotzin Meza,2,0,1,1,0,1
Eddie Wineland,Yves Jabouin,2,0,3,4,0,2
Stipe Miocic,Gabriel Gonzaga,4,0,1,11,0,6
Donald Cerrone,Adriano Martins,8,0,3,1,0,0
Benson Henderson,Josh Thomson,7,0,1,3,0,1
Ramiro Hernandez,Hugo Viana,0,0,1,2,0,1
Darren Elkins,Jeremy Stephens,7,0,2,9,0,8
Alex Caceres,Sergio Pettis,4,0,4,1,0,0
Daron Cruickshank,Mike Rio,3,0,2,1,0,2
George Sullivan,Mike Rhodes,0,0,0,0,0,0
Walt Harris,Nikita Krylov,0,0,1,0,0,1
Luke Rockhold,Constantinos Philippou,0,0,1,5,0,2
Isaac Vallie-Flagg,Elias Silverio,1,0,0,1,0,0
John Moraga,Dustin Ortiz,2,0,1,1,0,0
TJ Dillashaw,Mike Easton,4,0,2,3,0,2
Yoel Romero,Derek Brunson,2,0,0,2,0,0
Ramsey Nijem,Justin Edwards,3,0,3,2,0,3
Cole Miller,Sam Sicilia,9,0,6,2,0,2
Lorenz Larkin,Brad Tavares,1,0,1,6,0,1
Vinc Pichel,Garett Whiteley,0,0,1,0,0,1
Alptekin Ozkilic,Louis Smolka,1,0,0,0,0,0
Trevor Smith,Brian Houston,0,0,1,0,0,1
Charlie Brenneman,Beneil Dariush,4,0,4,0,0,0
Mairbek Taisumov,Tae Hyun Bang,0,0,0,0,0,0
Kiichi Kunimoto,Luiz Dutra,0,0,0,0,0,0
Katsunori Kikuno,Quinn Mulhern,0,0,0,0,0,1
Royston Wee,Dave Galera,0,0,0,0,0,0
Tarec Saffiedine,Hyun Gyu Lim,0,0,0,2,0,0
Tatsuya Kawajiri,Sean Soriano,0,0,0,0,0,0
Max Holloway,Will Chope,3,0,3,0,0,0
Kyung Ho Kang,Shunichi Shimizu,0,0,2,0,0,0
Dustin Kimura,Jon Delos Reyes,1,0,1,0,0,0
Leandro Issa,Russell Doane,0,0,0,0,0,0
Dustin Poirier,Diego Brandao,6,0,2,4,0,1
Chris Leben,Uriah Hall,12,0,9,0,0,2
Josh Barnett,Travis Browne,5,0,1,6,0,2
Gleison Tibau,Michael Johnson,13,0,7,5,0,4
Chris Weidman,Anderson Silva,6,0,0,16,0,1
Ronda Rousey,Miesha Tate,1,0,0,0,0,1
Jim Miller,Fabricio Camoes,11,0,4,1,0,3
Dennis Siver,Manvel Gamburyan,10,0,6,4,0,5
William Macario,Bobby Voelker,0,0,1,0,0,2
Robert Peralta,Estevan Payan,2,0,2,0,0,1
John Howard,Siyar Bahadurzada,5,0,3,1,0,1
Demetrious Johnson,Joseph Benavidez,6,0,2,6,0,1
Court McGee,Ryan LaFlare,5,0,2,2,0,0
Danny Castillo,Edson Barboza,6,0,2,6,0,1
Bobby Green,Pat Healy,2,0,0,0,0,3
Chad Mendes,Nik Lentz,6,0,1,8,0,4
Urijah Faber,Michael McDonald,5,0,2,5,0,1
Scott Jorgensen,Zach Makovsky,3,0,3,0,0,0
Joe Lauzon,Mac Danzig,9,0,6,5,0,7
Abel Trujillo,Roger Bowling,1,0,2,0,0,2
Sam Stout,Cody McKenzie,8,0,8,3,0,3
Darren Uyenoyama,Alptekin Ozkilic,2,0,1,0,0,0
Nick Ring,Caio Magalhaes,3,0,2,1,0,1
Pat Barry,Soa Palelei,5,0,6,1,0,1
Takeya Mizugaki,Nam Phan,5,0,2,2,0,4
Dylan Andrews,Clint Hester,2,0,0,1,0,0
Ryan Bader,Anthony Perosh,8,0,4,4,0,4
Mark Hunt,Antonio Silva,4,0,2,2,0,2
Mauricio Rua,James Te Huna,5,0,6,5,0,2
Julie Kedzie,Bethe Correia,0,0,1,0,0,0
Ben Wall,Alex Garcia,0,0,0,0,0,0
Richie Vaculik,Justin Scoggins,0,0,0,0,0,0
Bruno Santos,Krzysztof Jotko,0,0,0,0,0,0
Akira Corassani,Maximo Blanco,2,0,0,1,0,1
Julianna Pena,Jessica Rakoczy,0,0,0,0,0,0
Rani Yahya,Tom Niinimaki,4,0,1,0,0,0
Gray Maynard,Nate Diaz,9,0,4,11,0,7
Chris Holdsworth,Davey Grant,0,0,0,0,0,0
Jessamyn Duke,Peggy Morgan,0,0,0,0,0,0
Roxanne Modafferi,Raquel Pennington,0,0,0,0,0,0
Sean Spencer,Drew Dober,1,0,1,0,0,0
Josh Sampo,Ryan Benoit,0,0,0,0,0,0
Jared Rosholt,Walt Harris,0,0,0,0,0,0
Josh Koscheck,Tyron Woodley,15,0,7,1,0,1
Georges St-Pierre,Johny Hendricks,18,0,2,10,0,1
Rashad Evans,Chael Sonnen,13,0,4,7,0,6
Tim Elliott,Ali Bagautinov,2,0,1,1,0,0
Brian Ebersole,Rick Story,4,0,1,8,0,5
Rory MacDonald,Robbie Lawler,6,0,1,6,0,3
Ed Herman,Thales Leites,8,0,6,6,0,3
Donald Cerrone,Evan Dunham,7,0,3,7,0,4
Jason High,Anthony Lapsley,1,0,2,0,0,0
Will Campuzano,Sergio Pettis,0,0,2,0,0,0
Erik Perez,Edwin Figueroa,3,0,1,2,0,3
Cody Donovan,Gian Villante,1,0,1,0,0,1
Thiago Perpetuo,Omari Akhmedov,1,0,0,0,0,0
Paulo Thiago,Brandon Thatch,5,0,5,1,0,0
Cezar Ferreira,Daniel Sarafian,2,0,0,1,0,1
Rafael Cavalcante,Igor Pokrajac,0,0,1,4,0,6
Rony Jason,Jeremy Stephens,3,0,0,8,0,8
Vitor Belfort,Dan Henderson,12,0,6,6,0,4
Santiago Ponzinibbio,Ryan LaFlare,0,0,0,1,0,0
Thiago Tavares,Justin Salas,7,0,6,2,0,1
Godofredo Pepey,Sam Sicilia,1,0,2,1,0,2
Adriano Martins,Daron Cruickshank,0,0,0,3,0,1
Jose Maria,Dustin Ortiz,0,0,1,0,0,0
Liz Carmouche,Alexis Davis,1,0,1,1,0,0
Colton Smith,Michael Chiesa,1,0,1,2,0,1
Tim Kennedy,Rafael Natal,1,0,0,5,0,3
Dennis Bermudez,Steven Siler,4,0,1,5,0,1
Bobby Green,James Krause,1,0,0,1,0,0
Jorge Masvidal,Rustam Khabilov,2,0,0,2,0,0
Ronny Markes,Yoel Romero,3,0,0,1,0,0
George Roop,Francisco Rivera,4,0,5,2,0,2
Derek Brunson,Brian Houston,1,0,0,0,0,0
Amanda Nunes,Germaine de Randamie,1,0,0,1,0,0
Chris Camozzi,Lorenz Larkin,6,0,3,0,0,1
Neil Magny,Seth Baczynski,1,0,1,4,0,3
Yves Edwards,Yancy Medeiros,10,0,8,0,0,1
Phil Harris,John Lineker,1,0,1,3,0,1
Ross Pearson,Melvin Guillard,7,0,3,12,0,8
Norman Parke,Jon Tuck,2,0,0,1,0,0
Lyoto Machida,Mark Munoz,11,0,4,8,0,3
Luke Barnatt,Andrew Craig,1,0,0,3,0,1
Al Iaquinta,Piotr Hallmann,1,0,1,1,0,0
Jimi Manuwa,Ryan Jimmo,2,0,0,2,0,1
Alessio Sakara,Nicholas Musoke,6,0,8,0,0,0
Jimy Hettes,Robert Whiteford,2,0,1,0,0,0
Andy Ogle,Cole Miller,1,0,1,8,0,6
Brad Scott,Michael Kuiper,0,0,1,1,0,2
Rosi Sexton,Jessica Andrade,0,0,1,0,0,1
Gabriel Gonzaga,Shawn Jordan,10,0,6,3,0,1
John Dodson,Darrell Montague,3,0,1,0,0,0
Sarah Kaufman,Jessica Eye,0,0,0,0,0,0
Gilbert Melendez,Diego Sanchez,0,0,1,13,0,5
Nate Marquardt,Hector Lombard,10,0,5,1,0,2
Cain Velasquez,Junior Dos Santos,10,0,1,10,0,1
Tim Boetsch,CB Dollaway,7,0,5,7,0,4
Daniel Cormier,Roy Nelson,1,0,0,6,0,4
TJ Waldburger,Adlan Amagov,4,0,2,1,0,0
Tony Ferguson,Mike Rio,3,0,1,1,0,1
Jeremy Larsen,Andre Fili,0,0,2,0,0,0
Dustin Pague,Kyoji Horiguchi,1,0,4,0,0,0
George Sotiropoulos,KJ Noons,7,0,3,0,0,1
Raphael Assuncao,TJ Dillashaw,4,0,1,4,0,1
Fabio Maldonado,Joey Beltran,2,0,3,3,0,6
Ildemar Alcantara,Igor Araujo,2,0,0,0,0,0
Rousimar Palhares,Mike Pierce,7,0,4,9,0,3
Thiago Silva,Matt Hamill,6,0,5,10,0,4
Erick Silva,Dong Hyun Kim,3,0,2,8,0,3
Demian Maia,Jake Shields,12,0,4,3,0,3
Yan Cabral,David Mitchell,0,0,0,1,0,3
Iliarde Santos,Chris Cariaso,0,0,2,4,0,3
Alan Patrick,Garett Whiteley,0,0,0,0,0,0
Pat Healy,Khabib Nurmagomedov,0,0,2,4,0,0
Ivan Menjivar,Wilson Reis,4,0,3,0,0,0
Mike Ricci,Myles Jury,1,0,1,3,0,0
Constantinos Philippou,Francis Carmont,5,0,1,5,0,0
Jon Jones,Alexander Gustafsson,12,0,1,7,0,1
Chris Clements,Stephen Thompson,1,0,1,2,0,1
Brendan Schaub,Matt Mitrione,5,0,3,6,0,2
Renan Barao,Eddie Wineland,5,0,0,2,0,2
John Makdessi,Renee Forte,4,0,2,1,0,1
Mitch Gagnon,Dustin Kimura,1,0,1,1,0,0
Nandor Guelmino,Daniel Omielanczuk,0,0,0,0,0,0
Michel Prazeres,Jesse Ronson,0,0,1,0,0,0
Roland Delorme,Alex Caceres,3,0,1,3,0,4
Francisco Trinaldo,Piotr Hallmann,3,0,1,0,0,0
Rafael Natal,Tor Troeng,4,0,3,1,0,0
Glover Teixeira,Ryan Bader,4,0,0,8,0,3
Marcos Vinicius,Ali Bagautinov,1,0,1,0,0,0
Yushin Okami,Jacare Souza,13,0,4,1,0,0
Joseph Benavidez,Jussier Formiga,5,0,1,1,0,1
Lucas Martins,Ramiro Hernandez,1,0,1,0,0,0
Felipe Arantes,Edimilson Souza,2,0,2,0,0,0
Joao Zeferino,Elias Silverio,0,0,1,0,0,0
Keith Wisniewski,Ivan Jorge,0,0,3,0,0,0
Yuri Villefort,Sean Spencer,0,0,1,0,0,1
Jamie Varner,Gleison Tibau,3,0,2,12,0,7
Louis Gaudinot,Tim Elliott,1,0,1,1,0,1
Pascal Krauss,Hyun Gyu Lim,2,0,1,1,0,0
Erik Koch,Dustin Poirier,2,0,1,5,0,2
Frank Mir,Josh Barnett,14,0,7,4,0,1
Ben Rothwell,Brandon Vera,2,0,3,8,0,7
Chad Mendes,Clay Guida,5,0,1,10,0,7
Benson Henderson,Anthony Pettis,7,0,0,3,0,1
Soa Palelei,Nikita Krylov,0,0,1,0,0,0
Ryan Couture,Al Iaquinta,0,0,1,0,0,1
Jared Hamman,Magnus Cedenblad,2,0,4,0,0,1
Chico Camus,Kyung Ho Kang,1,0,1,0,0,1
Justin Edwards,Brandon Thatch,2,0,2,0,0,0
Court McGee,Robert Whittaker,4,0,2,2,0,0
Takeya Mizugaki,Erik Perez,4,0,2,3,0,0
Dylan Andrews,Papy Abedi,1,0,0,1,0,2
Kelvin Gastelum,Brian Melancon,1,0,0,1,0,0
Carlos Condit,Martin Kampmann,5,0,3,11,0,5
Brad Tavares,Robert McDaniel,5,0,1,1,0,0
Donald Cerrone,Rafael Dos Anjos,7,0,2,8,0,4
James Head,Jason High,2,0,2,0,0,2
Darren Elkins,Hatsu Hioki,6,0,2,2,0,2
Roger Bowling,Abel Trujillo,0,0,1,1,0,1
Zak Cummings,Ben Alloway,0,0,0,1,0,1
Alistair Overeem,Travis Browne,1,0,1,5,0,2
Urijah Faber,Iuri Alcantara,4,0,2,3,0,2
Brad Pickett,Michael McDonald,3,0,2,4,0,1
Mauricio Rua,Chael Sonnen,5,0,5,6,0,6
Conor McGregor,Max Holloway,1,0,0,3,0,2
Matt Brown,Mike Pyle,10,0,5,8,0,3
Uriah Hall,John Howard,0,0,1,4,0,3
Joe Lauzon,Michael Johnson,9,0,5,4,0,4
Manvel Gamburyan,Cole Miller,3,0,5,8,0,5
Cody Donovan,Ovince Saint Preux,1,0,0,1,0,0
Diego Brandao,Daniel Pineda,3,0,1,3,0,2
Ramsey Nijem,James Vick,3,0,2,0,0,0
Mike Brown,Steven Siler,2,0,3,4,0,1
John Lineker,Jose Maria,2,0,1,0,0,0
Cezar Ferreira,Thiago Santos,1,0,0,0,0,0
Vinny Magalhaes,Anthony Perosh,1,0,3,3,0,4
Jose Aldo,Chan Sung Jung,4,0,0,3,0,0
Thales Leites,Tom Watson,5,0,3,1,0,1
Lyoto Machida,Phil Davis,11,0,3,7,0,2
Amanda Nunes,Sheila Gaff,0,0,0,0,0,1
Sergio Moraes,Neil Magny,1,0,1,1,0,0
Ian McCall,Iliarde Santos,0,0,3,0,0,1
Ednaldo Oliveira,Francimar Barroso,0,0,1,0,0,0
Viscardi Andrade,Bristol Marunde,0,0,0,0,0,1
Rani Yahya,Josh Clopton,3,0,1,0,0,1
Yves Edwards,Daron Cruickshank,10,0,7,2,0,1
Demetrious Johnson,John Moraga,5,0,2,2,0,0
Robbie Lawler,Bobby Voelker,5,0,3,0,0,1
Michael Chiesa,Jorge Masvidal,2,0,0,1,0,0
Liz Carmouche,Jessica Andrade,0,0,1,0,0,0
Danny Castillo,Tim Means,5,0,2,2,0,1
Rory MacDonald,Jake Ellenberger,5,0,1,8,0,2
Mac Danzig,Melvin Guillard,5,0,6,11,0,8
Julie Kedzie,Germaine de Randamie,0,0,0,0,0,0
Ed Herman,Trevor Smith,7,0,6,0,0,0
John Albert,Yaotzin Meza,1,0,3,0,0,1
Aaron Riley,Justin Salas,3,0,5,1,0,1
Mark Munoz,Tim Boetsch,7,0,3,7,0,4
Cub Swanson,Dennis Siver,4,0,1,10,0,5
Chris Leben,Andrew Craig,12,0,8,2,0,1
Norman Parke,Kazuki Tokudome,1,0,0,1,0,0
Anderson Silva,Chris Weidman,16,0,0,5,0,0
Frankie Edgar,Charles Oliveira,9,0,5,4,0,4
Gabriel Gonzaga,Dave Herman,9,0,6,1,0,3
Tim Kennedy,Roger Gracie,0,0,0,0,0,0
Seth Baczynski,Brian Melancon,4,0,2,0,0,0
Mike Pierce,David Mitchell,8,0,3,1,0,2
Edson Barboza,Rafaello Oliveira,5,0,1,2,0,4
Ryan Jimmo,Igor Pokrajac,1,0,1,4,0,5
Pat Barry,Shawn Jordan,5,0,5,2,0,1
Roy Nelson,Stipe Miocic,6,0,3,3,0,1
Sam Stout,James Krause,8,0,7,0,0,0
Rashad Evans,Dan Henderson,12,0,4,6,0,3
Alexis Davis,Rosi Sexton,0,0,0,0,0,0
Sean Pierson,Kenny Robertson,3,0,2,1,0,2
Jake Shields,Tyron Woodley,2,0,3,1,0,0
Roland Delorme,Edwin Figueroa,2,0,1,2,0,2
Yves Jabouin,Dustin Pague,3,0,2,1,0,3
Mitch Clarke,John Maguire,0,0,2,2,0,2
Thiago Silva,Rafael Cavalcante,5,0,5,0,0,0
William Macario,Leonardo Santos,0,0,0,0,0,0
Erick Silva,Jason High,2,0,2,0,0,1
Daniel Sarafian,Eddie Mendez,0,0,1,0,0,0
Rony Jason,Mike Wilkinson,2,0,0,1,0,0
Raphael Assuncao,Vaughan Lee,3,0,1,2,0,2
Godofredo Pepey,Felipe Arantes,1,0,1,1,0,2
Antonio Rodrigo Nogueira,Fabricio Werdum,5,0,3,4,0,2
Ildemar Alcantara,Leandro Silva,1,0,0,0,0,0
Antonio Braga Neto,Anthony Smith,0,0,0,0,0,0
Rodrigo Damm,Mizuto Hirota,1,0,1,0,0,1
Caio Magalhaes,Karlos Vemola,0,0,1,2,0,3
Cain Velasquez,Antonio Silva,9,0,1,2,0,1
Junior Dos Santos,Mark Hunt,9,0,1,4,0,1
Glover Teixeira,James Te Huna,3,0,0,5,0,1
Donald Cerrone,KJ Noons,6,0,2,0,0,0
Gray Maynard,TJ Grant,9,0,3,7,0,3
Colton Smith,Robert Whittaker,1,0,0,1,0,0
Mike Pyle,Rick Story,7,0,3,8,0,4
Dennis Bermudez,Max Holloway,3,0,1,3,0,1
Khabib Nurmagomedov,Abel Trujillo,3,0,0,1,0,0
Jeremy Stephens,Estevan Payan,7,0,8,0,0,0
Brian Bowles,George Roop,2,0,1,3,0,5
Stephen Thompson,Nah-Shon Burrell,1,0,1,1,0,0
Paulo Thiago,Michel Prazeres,4,0,5,0,0,0
Rafael Dos Anjos,Evan Dunham,7,0,4,7,0,3
Vitor Belfort,Luke Rockhold,11,0,6,0,0,0
Jacare Souza,Chris Camozzi,0,0,0,6,0,2
Rafael Natal,Joao Zeferino,3,0,3,0,0,0
Gleison Tibau,John Cholish,11,0,7,1,0,1
Hacran Dias,Nik Lentz,1,0,0,7,0,4
Francisco Trinaldo,Mike Rio,2,0,1,1,0,0
Iuri Alcantara,Iliarde Santos,2,0,2,0,0,0
Jussier Formiga,Chris Cariaso,0,0,1,4,0,2
Lucas Martins,Jeremy Larsen,0,0,1,0,0,1
John Lineker,Azamat Gashimov,1,0,1,0,0,1
Fabio Maldonado,Roger Hollett,1,0,3,0,0,1
Rustam Khabilov,Yancy Medeiros,1,0,0,0,0,0
Jon Jones,Chael Sonnen,11,0,1,6,0,5
Phil Davis,Vinny Magalhaes,6,0,2,1,0,2
Gian Villante,Ovince Saint Preux,0,0,0,0,0,0
Sara McMann,Sheila Gaff,0,0,0,0,0,0
Roy Nelson,Cheick Kongo,5,0,3,11,0,6
Michael Bisping,Alan Belcher,13,0,5,9,0,5
